OSS;NUMERO_ISCRIZIONE_RUI_PF;NUMERO_ISCRIZIONE_RUI_PG;QUALIFICA_INTERMEDIARIO;RESPONSABILE
6282;B000062927;B000778092;Responsabile dell'attività di intermediazione;
6283;A000002899;A000484094;Responsabile dell'attività di intermediazione;
6284;B000245350;B000514026;Responsabile dell'attività di intermediazione;
6285;A000183486;A000163952;Responsabile dell'attività di intermediazione;
6286;A000167256;A000162575;Responsabile dell'attività di intermediazione;
6287;A000167256;A000163952;Responsabile dell'attività di intermediazione;
6288;B000143961;B000355582;Responsabile dell'attività di intermediazione;
6289;B000138095;B000439478;Rappresentante Legale;
6290;A000531814;A000713797;Responsabile dell'attività di intermediazione;
6291;B000196481;B000014361;Responsabile dell'attività di intermediazione;
6292;A000063026;A000061744;Responsabile dell'attività di intermediazione;
6293;B000169145;B000523656;Rappresentante Legale;
6294;B000480456;B000637784;Rappresentante Legale;
6295;A000082890;A000082848;Responsabile dell'attività di intermediazione;
6296;A000130629;A000532217;Responsabile dell'attività di intermediazione;
6297;B000013450;B000014311;Responsabile dell'attività di intermediazione;
6298;B000315838;B000117871;Responsabile dell'attività di intermediazione;
6299;A000433056;A000431257;Responsabile dell'attività di intermediazione;
6300;B000181633;B000400942;Responsabile dell'attività di intermediazione;
6301;A000010117;A000090138;Responsabile dell'attività di intermediazione;
6302;A000165843;A000508322;Responsabile dell'attività di intermediazione;
6303;B000159462;B000683086;Responsabile dell'attività di intermediazione;
6304;A000076604;A000084449;Responsabile dell'attività di intermediazione;
6305;A000135504;A000141942;Responsabile dell'attività di intermediazione;
6306;A000065234;A000536936;Responsabile dell'attività di intermediazione;
6307;B000047419;B000425707;Rappresentante Legale;
6308;A000332154;A000261216;Responsabile dell'attività di intermediazione;
6309;A000107742;A000012276;Responsabile dell'attività di intermediazione;
6310;A000143038;A000388622;Responsabile dell'attività di intermediazione;
6311;A000107818;A000530835;Responsabile dell'attività di intermediazione;
6312;A000103836;A000729674;Responsabile dell'attività di intermediazione;
6313;B000080046;B000131454;Responsabile dell'attività di intermediazione;
6314;A000166396;A000187631;Responsabile dell'attività di intermediazione;
6315;A000151792;A000232125;Responsabile dell'attività di intermediazione;
6316;B000541945;B000480186;Responsabile dell'attività di intermediazione;
6317;A000115082;A000685888;Responsabile dell'attività di intermediazione;
6318;A000115082;A000173670;Responsabile dell'attività di intermediazione;
6319;A000180126;A000730595;Responsabile dell'attività di intermediazione;
6320;B000003590;B000012247;Responsabile dell'attività di intermediazione;
6321;A000544428;A000141014;Responsabile dell'attività di intermediazione;
6322;B000076996;B000058333;Responsabile dell'attività di intermediazione;
6323;A000011347;A000632958;Responsabile dell'attività di intermediazione;
6324;A000544521;A000702521;Responsabile dell'attività di intermediazione;
6325;A000060292;A000060199;Responsabile dell'attività di intermediazione;
6326;A000543928;A000187119;Responsabile dell'attività di intermediazione;
6327;A000114989;A000115565;Responsabile dell'attività di intermediazione;
6328;A000072130;A000234272;Responsabile dell'attività di intermediazione;
6329;A000182263;A000464622;Responsabile dell'attività di intermediazione;
6330;A000120777;A000120778;Responsabile dell'attività di intermediazione;
6331;A000059396;A000231592;Responsabile dell'attività di intermediazione;
6332;A000003541;A000482484;Responsabile dell'attività di intermediazione;
6333;A000082606;A000129619;Responsabile dell'attività di intermediazione;
6334;A000027291;A000058179;Responsabile dell'attività di intermediazione;
6335;A000002243;A000272522;Responsabile dell'attività di intermediazione;
6336;B000173322;B000708900;Responsabile dell'attività di intermediazione;
6337;B000097910;B000691645;Responsabile dell'attività di intermediazione;
6338;B000063435;B000675574;Responsabile dell'attività di intermediazione;
6339;A000329090;A000550331;Responsabile dell'attività di intermediazione;
6340;B000001839;B000661675;Responsabile dell'attività di intermediazione;
6341;A000290616;A000616834;Responsabile dell'attività di intermediazione;
6342;A000071783;A000689666;Responsabile dell'attività di intermediazione;
6343;A000267520;A000552625;Responsabile dell'attività di intermediazione;
6344;A000100531;A000589256;Responsabile dell'attività di intermediazione;
6345;A000111649;A000817171;Responsabile dell'attività di intermediazione;
6346;A000403787;A000407078;Responsabile dell'attività di intermediazione;
6347;A000314560;A000335783;Responsabile dell'attività di intermediazione;
6348;A000050049;A000570345;Responsabile dell'attività di intermediazione;
6349;A000183904;A000173548;Responsabile dell'attività di intermediazione;
6350;A000077049;A000517184;Responsabile dell'attività di intermediazione;
6351;B000169666;B000302472;Responsabile dell'attività di intermediazione;
6352;B000553211;B000114899;Responsabile dell'attività di intermediazione;
6353;B000109759;B000462691;Responsabile dell'attività di intermediazione;
6354;B000150460;B000385123;Responsabile dell'attività di intermediazione;
6355;B000150460;B000385123;Amministratore Delegato;
6356;B000077568;B000668340;Responsabile dell'attività di intermediazione;
6357;B000557509;B000672088;Responsabile dell'attività di intermediazione;
6358;A000805161;A000813630;Responsabile dell'attività di intermediazione;
6359;B000718247;B000790667;Rappresentante Legale;
6360;B000546136;B000794194;Responsabile dell'attività di intermediazione;
6361;A000133270;A000559758;Responsabile dell'attività di intermediazione;
6362;B000080056;B000558173;Rappresentante Legale;
6363;B000366199;B000521264;Responsabile dell'attività di intermediazione;
6364;B000366199;B000521264;Rappresentante Legale;
6365;B000115093;B000558706;Rappresentante Legale;
6366;A000281065;A000123423;Responsabile dell'attività di intermediazione;
6367;A000103607;A000676794;Responsabile dell'attività di intermediazione;
6368;A000427563;A000749349;Responsabile dell'attività di intermediazione;
6369;B000080303;B000053041;Responsabile dell'attività di intermediazione;
6370;A000006991;A000561510;Responsabile dell'attività di intermediazione;
6371;A000098077;A000098091;Responsabile dell'attività di intermediazione;
6372;A000732407;A000520792;Responsabile dell'attività di intermediazione;
6373;B000054306;B000053242;Rappresentante Legale;
6374;B000561305;B000725474;Responsabile dell'attività di intermediazione;
6375;A000563350;A000424414;Responsabile dell'attività di intermediazione;
6376;A000556442;A000085867;Responsabile dell'attività di intermediazione;
6377;A000367067;A000135546;Responsabile dell'attività di intermediazione;
6378;A000561809;A000673932;Responsabile dell'attività di intermediazione;
6379;A000565360;A000599275;Responsabile dell'attività di intermediazione;
6380;A000007340;A000012172;Responsabile dell'attività di intermediazione;
6381;A000008797;A000588355;Responsabile dell'attività di intermediazione;
6382;A000005957;A000664379;Responsabile dell'attività di intermediazione;
6383;A000188997;A000565058;Responsabile dell'attività di intermediazione;
6384;A000565037;A000775061;Responsabile dell'attività di intermediazione;
6385;A000565312;A000587606;Responsabile dell'attività di intermediazione;
6386;A000058221;A000764071;Responsabile dell'attività di intermediazione;
6387;A000567447;A000744753;Responsabile dell'attività di intermediazione;
6388;B000087661;B000239508;Rappresentante Legale;
6389;B000052982;B000536033;Rappresentante Legale;
6390;A000478277;A000534067;Responsabile dell'attività di intermediazione;
6391;B000464941;B000590063;Rappresentante Legale;
6392;A000283600;A000567703;Responsabile dell'attività di intermediazione;
6393;B000245173;B000295098;Responsabile dell'attività di intermediazione;
6394;A000406826;A000566164;Responsabile dell'attività di intermediazione;
6395;A000006477;A000536995;Responsabile dell'attività di intermediazione;
6396;A000236275;A000744892;Responsabile dell'attività di intermediazione;
6397;A000001003;A000103578;Responsabile dell'attività di intermediazione;
6398;A000387716;A000580940;Responsabile dell'attività di intermediazione;
6399;A000117154;A000117150;Responsabile dell'attività di intermediazione;
6400;A000074076;A000083259;Responsabile dell'attività di intermediazione;
6401;B000150358;B000822256;Rappresentante Legale;
6402;A000428876;A000568208;Responsabile dell'attività di intermediazione;
6403;A000101563;A000572578;Responsabile dell'attività di intermediazione;
6404;B000114541;B000271593;Rappresentante Legale;
6405;A000572639;A000076345;Responsabile dell'attività di intermediazione;
6406;A000490407;A000451622;Responsabile dell'attività di intermediazione;
6407;A000268357;A000500027;Responsabile dell'attività di intermediazione;
6408;A000005950;A000684149;Responsabile dell'attività di intermediazione;
6409;A000005006;A000567186;Responsabile dell'attività di intermediazione;
6410;B000127970;B000127969;Rappresentante Legale;
6411;B000777300;B000786162;Responsabile dell'attività di intermediazione;
6412;A000507231;A000578255;Responsabile dell'attività di intermediazione;
6413;A000085866;A000099412;Responsabile dell'attività di intermediazione;
6414;B000054349;B000073509;Responsabile dell'attività di intermediazione;
6415;B000054348;B000054892;Responsabile dell'attività di intermediazione;
6416;A000236332;A000702830;Responsabile dell'attività di intermediazione;
6417;A000557991;A000594090;Responsabile dell'attività di intermediazione;
6418;A000013735;A000446413;Responsabile dell'attività di intermediazione;
6419;A000687631;A000817081;Responsabile dell'attività di intermediazione;
6420;A000267160;A000557292;Responsabile dell'attività di intermediazione;
6421;B000099070;B000548946;Responsabile dell'attività di intermediazione;
6422;A000054185;A000564972;Responsabile dell'attività di intermediazione;
6423;A000575392;A000602157;Responsabile dell'attività di intermediazione;
6424;A000577006;A000824418;Responsabile dell'attività di intermediazione;
6425;B000120948;B000524415;Responsabile dell'attività di intermediazione;
6426;A000088288;A000330760;Responsabile dell'attività di intermediazione;
6427;A000060111;A000604747;Responsabile dell'attività di intermediazione;
6428;A000007729;A000783398;Responsabile dell'attività di intermediazione;
6429;A000576524;A000770661;Responsabile dell'attività di intermediazione;
6430;A000169275;A000615514;Responsabile dell'attività di intermediazione;
6431;A000003067;A000598850;Responsabile dell'attività di intermediazione;
6432;A000055488;A000533786;Responsabile dell'attività di intermediazione;
6433;A000071066;A000576485;Responsabile dell'attività di intermediazione;
6434;A000005134;A000012397;Responsabile dell'attività di intermediazione;
6435;A000007070;A000755229;Responsabile dell'attività di intermediazione;
6436;A000578541;A000815216;Responsabile dell'attività di intermediazione;
6437;A000133372;A000663746;Responsabile dell'attività di intermediazione;
6438;B000156612;B000156620;Responsabile dell'attività di intermediazione;
6439;A000071687;A000597144;Responsabile dell'attività di intermediazione;
6440;A000153998;A000647779;Responsabile dell'attività di intermediazione;
6441;A000087850;A000012112;Responsabile dell'attività di intermediazione;
6442;A000006008;A000464650;Responsabile dell'attività di intermediazione;
6443;A000008493;A000012748;Responsabile dell'attività di intermediazione;
